1425406097.884,-4.0,25.0,58.0
1425406097.915,-4.0,24.0,58.0
1425406097.946,-3.0,25.0,59.0
1425406097.978,-4.0,25.0,58.0
1425406098.009,-3.0,25.0,58.0
1425406098.04,-4.0,25.0,58.0
1425406098.071,-4.0,24.0,59.0
1425406098.103,-4.0,25.0,58.0
1425406098.134,-3.0,25.0,58.0
1425406098.165,-4.0,25.0,58.0
1425406098.196,-4.0,25.0,59.0
1425406098.228,-3.0,24.0,59.0
1425406098.259,-3.0,24.0,59.0
1425406098.29,-4.0,25.0,58.0
1425406098.321,-4.0,25.0,59.0
1425406098.353,-3.0,24.0,58.0
1425406098.384,-4.0,25.0,58.0
1425406098.415,-3.0,25.0,58.0
1425406098.446,-4.0,25.0,59.0
1425406098.478,-4.0,24.0,59.0
1425406098.509,-3.0,24.0,58.0
1425406098.54,-4.0,24.0,58.0
1425406098.571,-4.0,25.0,58.0
1425406098.603,-4.0,24.0,58.0
1425406098.634,-4.0,25.0,59.0
1425406098.665,-4.0,24.0,59.0
1425406098.696,-4.0,25.0,58.0
1425406098.728,-4.0,24.0,58.0
1425406098.759,-3.0,25.0,59.0
1425406098.79,-4.0,24.0,58.0
1425406098.821,-3.0,25.0,58.0
1425406098.853,-3.0,24.0,58.0
1425406098.884,-4.0,25.0,59.0
1425406098.915,-4.0,24.0,58.0
1425406098.946,-3.0,25.0,59.0
1425406098.978,-4.0,25.0,58.0
1425406099.009,-3.0,24.0,59.0
1425406099.04,-4.0,24.0,59.0
1425406099.071,-3.0,25.0,59.0
1425406099.103,-4.0,24.0,58.0
1425406099.134,-4.0,24.0,58.0
1425406099.165,-4.0,24.0,58.0
1425406099.196,-4.0,24.0,59.0
1425406099.228,-3.0,24.0,59.0
1425406099.259,-4.0,25.0,59.0
1425406099.29,-4.0,24.0,59.0
1425406099.321,-4.0,24.0,59.0
1425406099.353,-4.0,24.0,58.0
1425406099.384,-3.0,24.0,59.0
1425406099.415,-4.0,24.0,59.0
1425406099.446,-4.0,25.0,59.0
1425406099.478,-4.0,24.0,58.0
1425406099.509,-3.0,24.0,59.0
1425406099.54,-3.0,24.0,59.0
1425406099.571,-3.0,24.0,59.0
1425406099.603,-3.0,24.0,59.0
1425406099.634,-3.0,24.0,58.0
1425406099.665,-4.0,24.0,59.0
1425406099.696,-4.0,24.0,59.0
1425406099.728,-4.0,24.0,59.0
1425406099.759,-4.0,24.0,59.0
1425406099.79,-3.0,24.0,59.0
1425406099.821,-4.0,24.0,59.0
1425406099.853,-4.0,24.0,58.0
1425406099.884,-4.0,24.0,58.0
1425406099.915,-3.0,24.0,58.0
1425406099.946,-4.0,24.0,59.0
1425406099.978,-3.0,24.0,58.0
1425406100.009,-4.0,24.0,58.0
1425406100.04,-4.0,24.0,59.0
1425406100.071,-3.0,25.0,59.0
1425406100.103,-4.0,24.0,59.0
1425406100.134,-3.0,24.0,58.0
1425406100.165,-4.0,24.0,59.0
1425406100.196,-4.0,24.0,59.0
1425406100.228,-4.0,25.0,59.0
1425406100.259,-4.0,24.0,58.0
1425406100.29,-3.0,24.0,58.0
1425406100.321,-4.0,23.0,59.0
1425406100.353,-4.0,24.0,59.0
1425406100.384,-3.0,25.0,59.0
1425406100.415,-4.0,24.0,59.0
1425406100.446,-3.0,24.0,59.0
1425406100.478,-4.0,24.0,59.0
1425406100.509,-4.0,24.0,59.0
1425406100.54,-4.0,24.0,59.0
1425406100.571,-4.0,24.0,59.0
1425406100.603,-3.0,24.0,59.0
1425406100.634,-3.0,23.0,59.0
1425406100.665,-4.0,23.0,59.0
1425406100.696,-3.0,24.0,59.0
1425406100.728,-3.0,23.0,59.0
1425406100.759,-3.0,24.0,59.0
1425406100.79,-4.0,23.0,59.0
1425406100.821,-4.0,23.0,59.0
1425406100.853,-4.0,23.0,59.0
1425406100.884,-4.0,24.0,59.0
1425406100.915,-4.0,24.0,59.0
1425406100.946,-4.0,23.0,59.0
1425406100.978,-4.0,23.0,59.0
1425406101.009,-3.0,23.0,59.0
1425406101.04,-4.0,24.0,59.0
1425406101.071,-4.0,23.0,59.0
1425406101.103,-4.0,23.0,59.0
1425406101.134,-4.0,23.0,59.0
1425406101.165,-4.0,24.0,59.0
1425406101.196,-3.0,24.0,59.0
1425406101.228,-4.0,23.0,59.0
1425406101.259,-3.0,23.0,59.0
1425406101.29,-4.0,23.0,59.0
1425406101.321,-4.0,23.0,59.0
1425406101.353,-4.0,24.0,59.0
1425406101.384,-4.0,23.0,59.0
1425406101.415,-4.0,23.0,59.0
1425406101.446,-4.0,23.0,59.0
1425406101.478,-3.0,24.0,59.0
1425406101.509,-4.0,24.0,59.0
1425406101.54,-4.0,23.0,59.0
1425406101.571,-4.0,23.0,59.0
1425406101.603,-4.0,23.0,59.0
1425406101.634,-4.0,23.0,59.0
1425406101.665,-4.0,24.0,59.0
1425406101.696,-3.0,24.0,59.0
1425406101.728,-4.0,23.0,59.0
1425406101.759,-3.0,23.0,59.0
1425406101.79,-3.0,24.0,59.0
1425406101.821,-4.0,23.0,59.0
1425406101.853,-4.0,23.0,59.0
1425406101.884,-3.0,24.0,58.0
1425406101.915,-3.0,23.0,59.0
1425406101.946,-3.0,23.0,59.0
1425406101.978,-3.0,24.0,59.0
1425406102.009,-3.0,24.0,59.0
1425406102.04,-3.0,24.0,59.0
1425406102.071,-4.0,23.0,59.0
1425406102.103,-4.0,23.0,59.0
1425406102.134,-3.0,24.0,59.0
1425406102.165,-3.0,23.0,59.0
1425406102.196,-3.0,24.0,59.0
1425406102.228,-4.0,23.0,59.0
1425406102.259,-4.0,24.0,59.0
1425406102.29,-3.0,24.0,59.0
1425406102.321,-4.0,23.0,59.0
1425406102.353,-3.0,24.0,59.0
1425406102.384,-4.0,23.0,59.0
1425406102.415,-4.0,24.0,59.0
1425406102.446,-3.0,23.0,59.0
1425406102.478,-4.0,24.0,59.0
1425406102.509,-4.0,23.0,59.0
1425406102.54,-4.0,24.0,59.0
1425406102.571,-4.0,24.0,59.0
1425406102.603,-4.0,23.0,59.0
1425406102.634,-4.0,23.0,59.0
1425406102.665,-3.0,24.0,59.0
1425406102.696,-4.0,24.0,58.0
