1430264516.537, -0.5655169, -0.57110894, -0.6933706, -0.5048603
1430264516.682, -0.5616276, -0.57117254, -0.6840782, -0.5002483
1430264516.700, -0.53868806, -0.57007664, -0.67555326, -0.49534228
1430264516.718, -0.5009054, -0.5720867, -0.66905385, -0.49191996
1430264516.780, -0.4584717, -0.5793032, -0.6647711, -0.49244997
1430264516.925, -0.42088234, -0.59037966, -0.6635597, -0.498005
1430264516.991, -0.39273524, -0.60083735, -0.6623581, -0.50781554
1430264517.072, -0.37506875, -0.6079952, -0.65787256, -0.52027595
1430264517.220, -0.36656794, -0.61289316, -0.6485539, -0.5337774
1430264517.286, -0.3649802, -0.61827284, -0.63633657, -0.54852223
1430264517.368, -0.3680774, -0.6251836, -0.625448, -0.56447744
1430264517.510, -0.37281746, -0.6319083, -0.61882, -0.5806897
1430264517.589, -0.37734064, -0.63615596, -0.6168106, -0.5937579
1430264517.659, -0.38102704, -0.63736385, -0.6180393, -0.6014298
1430264517.804, -0.384356, -0.63676316, -0.620816, -0.60363954
1430264517.882, -0.3884327, -0.6374866, -0.6251956, -0.6032961
1430264518.020, -0.3946914, -0.6414373, -0.63338536, -0.6043746
1430264518.098, -0.4052584, -0.6481892, -0.6472216, -0.60859346
1430264518.163, -0.42326954, -0.6551896, -0.66613114, -0.6140966
1430264518.327, -0.45068946, -0.65890586, -0.68663585, -0.61817735
1430264518.401, -0.48669276, -0.6566088, -0.7036246, -0.61890376
1430264518.466, -0.5267219, -0.6466478, -0.7157096, -0.6163987
1430264518.614, -0.5638751, -0.6303163, -0.72544235, -0.61058456
1430264518.685, -0.5915368, -0.610983, -0.7368696, -0.6006109
1430264518.758, -0.60556304, -0.59181726, -0.7512775, -0.58550495
1430264518.919, -0.60550904, -0.5739326, -0.76561296, -0.56504166
1430264518.984, -0.59416777, -0.556758, -0.7735914, -0.5411592
1430264519.137, -0.5764691, -0.5396305, -0.7700622, -0.51717657
1430264519.198, -0.559366, -0.5240544, -0.7567246, -0.494952
1430264519.282, -0.5481614, -0.5131204, -0.7405149, -0.47337124
1430264519.426, -0.5457131, -0.5076885, -0.72769403, -0.45080507
1430264519.500, -0.5507233, -0.50634813, -0.719992, -0.42739943
1430264519.583, -0.5581628, -0.5061028, -0.7150112, -0.40549928
1430264519.702, -0.56154794, -0.50572014, -0.7117781, -0.38813663
1430264519.780, -0.5560496, -0.505566, -0.7107505, -0.37707162
1430264519.921, -0.54161954, -0.50680554, -0.7113345, -0.3714205
1430264520.006, -0.5215763, -0.51006943, -0.7084932, -0.36873308
1430264520.080, -0.49993145, -0.5143704, -0.696975, -0.36719307
1430264520.244, -0.4795002, -0.5190821, -0.67661065, -0.36639866
1430264520.336, -0.46284133, -0.52440834, -0.65372366, -0.36711285
1430264520.367, -0.4518852, -0.5320602, -0.63585675, -0.37075716
1430264520.513, -0.44841236, -0.54382616, -0.6277387, -0.37671304
1430264520.597, -0.45152518, -0.5596988, -0.63029486, -0.38203424
1430264520.665, -0.45763522, -0.5773233, -0.6405817, -0.3851039
1430264520.810, -0.46224207, -0.59112614, -0.654341, -0.3880647
1430264520.884, -0.46253002, -0.59659547, -0.6672955, -0.39599776
1430264521.032, -0.45815045, -0.5926127, -0.6756793, -0.41230887
1430264521.105, -0.45059586, -0.5820785, -0.6774344, -0.4354233
1430264521.177, -0.44150707, -0.5704231, -0.67175186, -0.45925617
1430264521.321, -0.43273854, -0.562925, -0.65915823, -0.47673255
1430264521.399, -0.42526817, -0.562227, -0.64274496, -0.48513436
1430264521.465, -0.42059618, -0.5687139, -0.6288969, -0.48535812
1430264521.617, -0.4191185, -0.58084697, -0.6226229, -0.4802908
1430264521.689, -0.4199445, -0.5946721, -0.6252537, -0.47235858
1430264521.762, -0.4197872, -0.6053368, -0.63273144, -0.46449542
1430264521.907, -0.41476992, -0.6097509, -0.6395421, -0.45854938
1430264521.981, -0.40306842, -0.6086341, -0.64204407, -0.45490146
1430264522.121, -0.38661805, -0.6067252, -0.64224297, -0.45162505
1430264522.198, -0.37038088, -0.60817903, -0.6433085, -0.44440016
1430264522.279, -0.35862756, -0.6151678, -0.64622194, -0.430799
1430264522.420, -0.3533901, -0.62494093, -0.6480367, -0.41194683
1430264522.504, -0.35433277, -0.6320355, -0.64652747, -0.39209577
1430264522.569, -0.3604438, -0.6331444, -0.6427366, -0.37519568
1430264522.713, -0.37081608, -0.6273648, -0.63972265, -0.3628981
1430264522.786, -0.38456318, -0.6162316, -0.64079666, -0.35422555
1430264522.864, -0.3996386, -0.60158634, -0.6463571, -0.3469686
1430264523.005, -0.41251066, -0.5852384, -0.6534285, -0.3410412
1430264523.073, -0.42051408, -0.5689066, -0.65887845, -0.3369992
1430264523.224, -0.4249077, -0.55481094, -0.6612713, -0.33597136
1430264523.298, -0.4307035, -0.54476047, -0.6627643, -0.33669633
1430264523.373, -0.44308594, -0.5393956, -0.66624624, -0.33795494
1430264523.523, -0.4643366, -0.5374849, -0.67302024, -0.3404255
1430264523.599, -0.49202368, -0.5360217, -0.6807862, -0.34778067
1430264523.681, -0.5192395, -0.531876, -0.6849977, -0.36453965
1430264523.820, -0.5394478, -0.5236906, -0.6818242, -0.3916339
1430264523.886, -0.5511131, -0.5151865, -0.6724727, -0.4249451
1430264523.958, -0.5579011, -0.5128482, -0.6621582, -0.45677945
1430264524.108, -0.56373274, -0.52145123, -0.656445, -0.48169908
1430264524.184, -0.57015324, -0.5409298, -0.65776163, -0.49930128
1430264524.330, -0.5749545, -0.5660796, -0.66367066, -0.51251084
1430264524.398, -0.57536757, -0.5904822, -0.6692613, -0.5241788
1430264524.479, -0.5704452, -0.61103487, -0.6706742, -0.5341912
1430264524.610, -0.5601836, -0.6290366, -0.66597307, -0.54249793
1430264524.698, -0.544364, -0.6469705, -0.6546508, -0.55008054
