1435359909.988,0.0,44.0,45.0
1435359910.019,0.0,44.0,45.0
1435359910.05,0.0,44.0,45.0
1435359910.082,0.0,44.0,46.0
1435359910.113,0.0,44.0,45.0
1435359910.144,0.0,44.0,45.0
1435359910.175,0.0,44.0,45.0
1435359910.207,0.0,44.0,46.0
1435359910.238,0.0,44.0,46.0
1435359910.269,0.0,44.0,46.0
1435359910.3,0.0,44.0,46.0
1435359910.332,0.0,44.0,45.0
1435359910.363,0.0,44.0,46.0
1435359910.394,0.0,44.0,45.0
1435359910.425,0.0,44.0,45.0
1435359910.457,0.0,44.0,45.0
1435359910.488,0.0,44.0,46.0
1435359910.519,0.0,44.0,46.0
1435359910.55,0.0,44.0,45.0
1435359910.582,0.0,44.0,46.0
1435359910.613,0.0,44.0,46.0
1435359910.644,0.0,44.0,46.0
1435359910.675,0.0,44.0,45.0
1435359910.707,0.0,44.0,46.0
1435359910.738,0.0,44.0,45.0
1435359910.769,0.0,44.0,46.0
1435359910.8,0.0,44.0,45.0
1435359910.832,0.0,44.0,45.0
1435359910.863,0.0,44.0,46.0
1435359910.894,0.0,44.0,45.0
1435359910.925,0.0,44.0,46.0
1435359910.957,0.0,44.0,46.0
1435359910.988,0.0,44.0,45.0
1435359911.019,0.0,44.0,45.0
1435359911.05,0.0,44.0,45.0
1435359911.082,0.0,44.0,46.0
1435359911.113,0.0,44.0,45.0
1435359911.144,0.0,44.0,45.0
1435359911.175,0.0,44.0,45.0
1435359911.207,0.0,44.0,45.0
1435359911.238,0.0,44.0,45.0
1435359911.269,0.0,44.0,46.0
1435359911.3,0.0,44.0,45.0
1435359911.332,0.0,44.0,45.0
1435359911.363,0.0,44.0,45.0
1435359911.394,0.0,44.0,46.0
1435359911.425,0.0,44.0,45.0
1435359911.457,0.0,44.0,45.0
1435359911.488,0.0,44.0,46.0
1435359911.519,0.0,44.0,46.0
1435359911.55,0.0,44.0,45.0
1435359911.582,0.0,44.0,45.0
1435359911.613,0.0,44.0,45.0
1435359911.644,0.0,44.0,45.0
1435359911.675,0.0,44.0,46.0
1435359911.707,0.0,44.0,45.0
1435359911.738,0.0,44.0,45.0
1435359911.769,0.0,44.0,46.0
1435359911.8,0.0,44.0,46.0
1435359911.832,0.0,44.0,45.0
1435359911.863,0.0,44.0,46.0
1435359911.894,0.0,44.0,45.0
1435359911.925,0.0,44.0,46.0
1435359911.957,0.0,44.0,45.0
1435359911.988,0.0,44.0,45.0
1435359912.019,0.0,44.0,45.0
1435359912.05,0.0,44.0,46.0
1435359912.082,0.0,44.0,45.0
1435359912.113,0.0,44.0,45.0
1435359912.144,0.0,44.0,45.0
1435359912.175,0.0,44.0,46.0
1435359912.207,0.0,44.0,45.0
1435359912.238,0.0,44.0,46.0
1435359912.269,0.0,44.0,46.0
1435359912.3,0.0,44.0,46.0
1435359912.332,0.0,44.0,45.0
1435359912.363,0.0,44.0,46.0
1435359912.394,0.0,44.0,45.0
1435359912.426,0.0,44.0,46.0
1435359912.457,0.0,44.0,45.0
1435359912.488,0.0,44.0,45.0
1435359912.519,0.0,44.0,46.0
1435359912.551,0.0,44.0,45.0
1435359912.582,0.0,44.0,45.0
1435359912.613,0.0,44.0,45.0
1435359912.644,0.0,44.0,45.0
1435359912.676,0.0,44.0,45.0
1435359912.707,0.0,44.0,45.0
1435359912.738,0.0,44.0,46.0
1435359912.769,0.0,44.0,45.0
1435359912.801,0.0,44.0,45.0
1435359912.832,0.0,44.0,45.0
1435359912.863,0.0,44.0,45.0
1435359912.894,0.0,44.0,46.0
1435359912.926,0.0,44.0,46.0
1435359912.957,0.0,44.0,46.0
1435359912.988,0.0,44.0,45.0
1435359913.019,0.0,44.0,46.0
