16:49	1
16:50	2
16:51	
16:52	2
16:53	3
16:54	
16:56	
16:55	3
16:57	2
16:58
17:59	3
17:00	
17:01	
17:02	3
17:03	
17:04	3
17:05
17:06	3
17:07	3
17:08
17:09	
17:10	3
17:11	3
17:12
17:13	
17:14	3
