16:19	Pcd: No pos me la pusieron a fuerza, yo no queria ésta blusa, yo quería una roja	2	
16:20	Pcd: (Incomprensible)	-	1
16:20	Participante:Jaja	-	
16:20	Participante:Hay que acomodarlos poquito más, este,  juntitas para que se vea bonita como éste	-	
16:20	Participante: Este lo dejó muy  bonito	-	
16:20	Participante: Si, ¿si ve como lo dejó de bonito?	-	
16:20	Pcd: Incomprensible	-	
16:21	Pcd: Incomprensible¿verdad?	-	1
16:21	Participante:Noo (Incomprensible)	-	
16:21	Pcd: ¿A dónde dejaron a las muchachas?, ¿usted venía con unas muchachas?	-	
16:21	Participante:Sí nomas que se quedaron, allá afuera pero ya luego van a venir	0	
16:21	Participante: Ahora mientros nosotros (Incomprensible)	0	
16:21	Participante:Aquí otra ves vamos a empezar dos líneas, pero	0	
16:22	Participante: Ahora si va ser el rosa de éste lado, el verde aquí	0	1
16:22	Participante: El rosa aquí	0	
16:22	Pcd:La tuya si se ve más mejor 	0	
16:22	Participante:¿Y así si está más fácil que?	0	
16:22	Pcd: Sí porque así termino más rápido, y ya me puedo ir	1	
16:22	Pcd: Casi no me gusta	1	
16:22	Participante:Pero lo está haciendo muy bien así	1	
16:22	Pcd: Pero no me gusta	1	
16:23	Participante:Mmm muy bien	1	1
16:23	Pcd: Nunca han cantado los pajaros ¿verdad?	-	
16:23	Participante:No ahorita todavía no	-	
16:23	Participante:No hace falta yo creo	-	
16:24	Participante (Incomprensible)	-	0
16:24	Pcd:A uste a mí no	-	
16:24	Participante: Sí se me olvidó, lo voy a pooner acá 	1	
16:24	Pcd:Yo todas las tengo así	1	
16:24	Participante:Sí si está muy bien 	1	
16:24	Pcd: Es que amí no me gustó	1	
16:24	Participante¿Por qué no le gustó?	1	
16:24	Pcd: Ahí se le calló otra ve	1	
16:24	Participante:Sí si ya ok si	1	
16:24	Participante:Aaa muy bien	1	
16:24	Participante:Hay que revolverlo tantito	1	
16:24	Pcd: Yo las estaba revolviendo	1	
16:24	Participante: Aa ayudame revolverlo	0	
16:25	Pcd:Me gusta como quedan	0	0
16:25	Participante:Sí si están muy bonitas	0	
16:25	Participante:Ahora	0	
16:25	Pcd:¿Si sabe dónde está mi mamá?	2	
16:25	Participante: Mmm no	2	
16:25	Pcd:Pues es que quiero que venga por mi porque ya me quiero ir	3	
16:25	Pcd: Cómo que no sabe si usted me dijo que si sabía dónde estaba mi mamá	3	
16:25	Participante: Así perdón si se 	1	
16:25	Pcd Mmm	1	
16:25	Participante:Sí ahí , este ahorita va a venir por , ya que acabe de jugar	1	
16:25	Participante: Otra vez ahora vamos a poner uno verde y uno rosa	1	
16:25	Pcd: Mm Mejorr lo vamos a poner así, sí, sí (Incomprensible)	2	
16:26	Pcd:Ni usted sabe jugar, no más lo mandaron pero no sabe hacer nada uste	2	1
16:26	Participante: ¿Usted había jugado éste?	1	
16:26	Pcd: No pero pos es la primera vez que juego	1	
16:26	Participante: Aaa	1	
16:26	Pcd: Pero yo juego como amí me gusta no como a uste le gusta	1	
16:26	Pcd:Y así no se tarda uno tanto	1	
16:27	Pcd: ¿Ya mero está la bicicleta?	1	0
16:27	Participante: Sí ya mero ya ahorita que acabemos	1	
16:27	Pcd: Bueno quiero ver	1	
16:27	Pcd: Ve que está mejor así	1	
16:27	Participante: si, si,  se ve más bonito	1	
16:27	Pcd: No esto no me gusta, ese no me gusta, éste está mejor 	1	
16:27	Participante:¿Así?, ¿así le gusta?	1	
16:27	Pcd: Sí, así sí, ésta tampoco 	1	
16:27	Participante:Ahora 	0	
16:27	Participante: Vamos hacer hileras de tres fichitas	0	
16:27	Pcd: Hileras?	0	
16:27	Participante: A filas	0	
16:27	Pcd: A (Incomprensible)	0	
16:27	Participante:Lo voy a poner acá en su	0	
16:27	Pcd:A no pos aviéntelo  así	0	
16:27	Participante:A bueno	0	
16:27	Participante:Este vamos a poner una, una verde, una rosa y una verde y así para abajo	0	
16:28	Participante:Una verde	0	0
16:28	Pcd:Pos hágalo uste	1	
16:28	Participante:Una rosa y una verde	1	
16:28	Participante:No pero ayúdeme	1	
16:28	Pcd: A no (Incomprensible)  se cansa	1	
16:28	Participante:¿Si? pos es que	1	
16:28	Participante:Aquí estamos jugando los dos 	1	
16:28	Pcd:No pero pos me deja todo el trabajo amí	1	
16:28	 Participante: jaja bueno yo se lo paso	1	
16:28	Pcd:No no quiero 	1	
16:28	Participante:A muy bien, ahí se ve muy bien	0	
16:29	Pcd:¿y que son estas fichas?	0	0
16:29	Participante:Pues, parecen botonos pere no son botones	0	
16:29	Pcd: A son botones!! no, no son botones 	0	
16:29	Participante:No, no son botones 	0	
16:29	Participante:Pues fichitas que sirven  para jugar	1	
16:29	Participante:No se como se lllaman	1	
16:29	Pcd:Póngales  un nombre	1	
16:29	Participante:Ee	1	
16:29	Participante:¿Qué nombres?	1	
16:29	Pcd:Uste que sabe	1	
16:29	Participante:¿Diamantes?, si quiere	1	
16:29	Pcd:Noo eso no es diamante	1	
16:29	Participante:¿O qué nombre le gusta a usted?	1	
16:29	Pcd:¿ A mí?	1	
16:29	Participante:Mmju	1	
16:29	Pcd:Ninguna	1	
16:29	Participante: ¿No le quiere poner nombre usted?	1	
16:29	Pcd:Noo porque me canso con esto	1	
16:30	Pcd: Ya me canse	1	0
16:30	Pcd:Ahí está ya se lo hice bien pa que no meste mandando	1	
16:30	Participante:jajajaj lo hizo muy bien	1	
16:30	¿Y de que se  ríe?	1	
16:30	Participante:Noo de ,  me gustó como lo hizo	1	
16:30	Bueno  pos pa que no me mande	1	
16:30	Participante: Ahora sigamos de cuatro fichitas	1	
16:30	Pcd: Pos uste lo va ser	1	
16:30	Participante:yo lo voy hacer, mira	1	
16:30	Pcd:que éste es de cuatro!!	1	
16:30	Participante:Una verde, una rosa, otra verde y otra rosa	1	
16:30	Pcd:(Incomprensible), sígale, sígale	1	
16:30	Participante: hay voy 	1	
16:30	Participante:Entonces sigue otra verde 	1	
16:31	Pcd:No sigue una  rosa	0	1
16:31	Participante:Ajá una rosa, sigue una rosa	0	
16:31	Participante:¿Cuál sigue?	0	
16:31	Pcd:Una rosa	0	
16:31	Participante:Una rosa	1	
16:31	Participante:¿Una rosa? o ¿una verde?	1	
16:31	Pcd:Hay  pos sígale mire lo que usted quiere	1	
16:31	Participante: (Risa) Lo que usted me  diga	1	
16:31	Pcd:Una rosa	0	
16:31	Participante:Una rosa, 	0	
16:31	Participante:¿después sigue??	0	
16:31	Pcd:Una verde	0	
16:31	Participante:Una verde	0	
16:31	Participante:Después... ¿que color sigue?	0	
16:31	Pcd:¿No quiere?	-	
16:31	¿Galleta?	-	
16:31	Participante:Acabo de comer... entonces	-	
16:31	Pcd:¿ Y que comió?	-	
16:31	Participante: este...!!!?	-	
16:31	Participante:Pollo	-	
16:31	Pcd:Aay, pollo??	-	
16:31	Participante:Sí	-	
16:31	Pcd:No me gusta el pollo	-	
16:31	Participante:¿No le gusta el pollo?	-	
16:31	Pcd:Nooo	-	
16:31	Pcd:Yo quiero que hubiera comido  chuletas ... de borrego	-	
16:31	Participante:Noo	-	
16:31	Pcd: ¿No le gusta el borrego?	-	
16:31	Participante:Nooo no me gusta	-	
16:31	Pcd:Mmmmm pos no sabe de  lo que es bueno (Incomprensible)	-	
16:32	Pcd:Yo le iba invitar	-	1
16:32	Participante:(Risa), no gracias...	-	
16:32	Participante: Haber...  trate de seguir el... la secuencia	-	
16:32	Pcd:Mire... se ve más bonito así y termino más rápido	-	
16:32	Participante: (risa)Sí  pero se ve muy bien así	-	
16:32	Pero... hay que hacerlo primero así y ahorita hacemos (Incomprensible)	-	
16:32	Pcd:Aay!! no le gustó	2	
16:32	Participante:Sí me gustó pero primero el otro.. está bien	2	
16:32	Participante: Uno verde, uno rosa, uno verde	2	
16:32	Participante: Uno rosa	2	
16:33	Participante: Uno verde	2	1
