16:54:43	Participante: ¿Asii?			0
16:54:43	Pcd: Ujummmm	1		0
16:54:47	Pcd: Mire otro gato, puros gatos	1		0
16:54:54	Sí	1		0
16:55:7	Pcd: Ya sabe dónde fue mi mamá?	1	3	0
16:55:9	Participante: (Mueve la cabeza) Nooo	1		0
16:55:11	Pcd: Pero pus me trajeron por acá para que la viera	1		0
16:55:18	Pcd: Mire más gatos (deja la carta sobre la mesa)	1		0
16:55:26	Pcd: ¿Todas éstas tengo que acomodar?	1		0
16:55:29	Participante:  (Mueve la c abeza)así es, menos estas, traen las instrucciones	1		0
16:55:35	Pcd:  Éstas son muchas	1		0
16:55:38	Participante: Pues así es el juego	1		0
16:56:13	Pcd: Más gatos ve!!!	2	2	0
16:56:35	Pcd: ¿De qué se ríe?, se está riendo de mí?	2		0
16:56:38	Participante:Nooo	2		0
16:56:40	Pcd: Es que ésto no e gusta	1		0
16:56:44	 Pcd: Y a uste si le gusta	1		0
16:56:57	Pcd:  ¿Ya está apuntando lo de mi licencia?	2		0
16:57:0	Participante:Así es	2		
16:57:3	Pcd:  Quiero dos licencia	2		
16:57:6	Participante: Incomprensible	2		
16:57:45	Participante:Incomprensible, lo estamos organizando por...	1		
16:57:53	Pcd: ¿Ésta no va aquí?	1		
16:57:57	Participante:  Aja, muy bien 	1		
16:59:26	Pcd: Ya me quiero ir	3		
16:59:28	Participante: Ya (incomprensible) terminando	3		
16:59:32	 Pcd: ¿Si sabe dónde fue mi mamá?	3		
16:59:34	Participante: (Muve la cabeza) nooooo	3		
16:59:36	Pcd: Pues que mal, debería de saber a donde fue 	3		
16:59:43	 Participante: mmmmm	3		
16:59:45	Pcd: Ella va a venir por mi, y me va a traer veneno	2		
16:59:52	Pcd: ¿Nunca ha visto el veneno?	2		
16:59:54	Participante: ¿A mí?	2		
16:59:54	Pcd: mmmju	2		
16:59:55	Participante: Pues nunca lo he probado	2		
16:59:56	Pcd:Sí, si lo ha probado	2		
16:59:59	Participante:¿Así?	2		
17:0:0	Pcd: Ummmju	2		
17:0:3	 Pcd: ¿Sabe que es veneno?	2		
17:0:7	Participante:  Ummmmmm	2		
17:0:10	Pcd: ¿Apoco no sabe que es veneno?	2		
17:0:14	Participante: Síii..., es...  algo (incomprensible)	2		
17:0:17	Pcd: ¿Eeeeee?	2		
17:0:18	Participante: Risa	2		
17:0:19	Pcd: Es que????!!	2		
17:0:21	Participante: Es, que es venenoso	2		
17:0:23	Pcd: Sí pero a mí me gusta, ahora no me trajeron veneno	2		
17:0:28	Pcd: Ayer sí me trajeron veneno	2		
17:0:30	Participante:  Ummm	2		
17:0:32	Pcd: Todos los días me  dan veneno	2		
17:0:36	Pcd: ¿A uste no le dan?	2		
17:0:37	Participante:  A lo mejor	1		
17:0:39	Participante: Hay que terminar de... ya (incomprensible)	1		
17:0:44	Pcd: ¿ Y paqué quiere terminar?	1		
17:0:46	Participante:Pues para seguir jugando (incomprensible)	1		
17:0:55	Pcd: A ver que va jugar ahora	1		
17:0:59	 Pcd:Cartas, ahí está	1		
17:1:1	Participante:Aaaah muy bien, eee, ahora lo que vamos hacer es que cada una de las cartitas	1		
17:1:8	Participante: Tienen numerto, ve	1		
17:1:12	Participante: Hay que acomodarlas por numerito	1		
17:1:16	 Pcd: ¿Y por qué es tan mandon y no las acomoda uste?	1		
17:1:20	Participante:Porque ese es un juego (incomprensible) usted ver	1		
17:1:25	Pcd:posssss	1		
17:1:26	 Participante:¿No le gusta jugar?	1		
17:1:28	Pcd: Sí pero uste debería ju, acomodarlas	1		
17:1:32	Participante: ¿Acomodarlas?	1		
17:1:34	Pcd: Noo, ay deje	1		
17:1:36	Participante: A bueno	1		
17:1:38	Pcd:  ¿Quiere que las acomode?	1		
17:1:40	 Participante: A por lo menos	1		
17:1:41	Pcd: A bueno, ¿cuántos venenos se toma al día?	2		
17:1:46	Participante:Puesss ¿?¿?	2		
17:1:50	Pcd:¿Cómo que no sabe?, ¿cuántas cocas al día se toma?	2		
17:1:54	Participante: Aaaaaa , Coca!!!! una	2		
17:1:58	Pcd: Aaa pos ta tomando veneno	2		
17:2:0	Participante: Aaaa	2	2	
17:2:6	Pcd: Ya va puntar diez veneno	2		
17:2:8	Participante: Sí , antes de que se me olvide	2		
17:2:15	Pcd: Quiere que las acomode, 2, 3, 4 y ésta no trae	2		
17:2:28	Pcd: Ésta no trae, tanta	2		
17:2:40	 Pcd: (Deja sobre la mesa las cartas)	2		
17:2:42	Participante: A ver vamos a checarlo			
17:2:45	Participante: Diez.., haber sí está bien pero, la idea, la ieda es que 			
17:2:53	Participante: los numeritos tengan, vayan como (incomprensible)			
17:2:56	Participante: Sea  el siete, seis y luego el cinco, y aquí no está así			
17:3:2	Participante: Aquí está el siete, luego el sei, luego el tres			
17:3:5	Pcd:  El tres?, nooo, el ters va en seguida del cuatro	2		
17:3:11	Participante:Ajaaa	2		
17:3:11	Pcd:El cinco va aquí, uste las acomodó mal para que me echen la culpa a mí verdad?	2		
17:3:18	Participante:Nooooo, estamos jugando	2		
17:3:20	Pcd:  Sí, pero uste quiere que me echen la culpa a mí	2		
17:3:24	Pcd:  Uste no quiereee	2		
17:3:27	Pcd: Y como toma también veneno, pos 	2		
17:3:33	Pcd: Ahí está	2		
17:3:34	Participante:Ahí esta, no pos estas ya quedaron, a ver ya namás faltanéstas  las otras	2		
17:3:44	Pcd:Que no vea porque uste me las acomoda mal y luego dice que yo	2		
17:3:49	Participante: risa	2		
17:4:46	 (Incomprensible por ambas partes)	2		
17:4:48	Participante: Vamos a ver 11, 10, 9, 7	2		
17:4:54	Participante:Noo pues, 10, 9, 7	2		
17:5:2	Pcd: Pss, ya es hora de que esté aquí mi mamá	3		
17:5:5	 Pcd: Yo ya me voy	3		
17:5:7	Participante: Nooo, pero todavía no termina de acomodar, estamos jugando muy bien	3		
17:5:11	Pcd: ssss	3		
17:5:14	Participante: Incomprensible	3		
17:5:19	 Pcd: ES que no se	3		
17:5:47	Participante: A ver vamos a ver	2		
17:5:54	 Participante: Híjole, casi,casi	2		
17:5:56	Pcd: ¿No se cansa de estar parado?	2		
17:6:1	Pcd: Mira, no me hace caso	2		
17:6:3	Participante: Pero aquí estamos jugando	2		
17:6:5	Pcd:Nooo, pero es que él tiene que sentarse, y ella también	2		
17:6:10	Participante: ¿Si?	2		
17:6:12	Pcd: Sí	2		
17:6:12	Participante: Pero primero hay  que acomodar las cartas	2		
17:6:14	Pcd: Ya están acomodadas	1		
17:6:15	Participante: A ver, vamos a revisarlas entonces de una vez	1		
17:6:19	Participante: O vamos a pasarnos al siguiente monton 	1		
17:6:22	 Pcd: Psss	1		
17:6:25	Pcd: Esas ten bien	1		
17:6:27	Participante: A ver vamos contar, ok	1		
17:6:28	Participante: Uno,	1		
17:6:30	Pcd: Dos 	1		
17:6:31	Participante:Dos	1		
17:6:31	Pcd: Tres	1		
17:6:32	Participante: Tres	1		
17:6:33	Pcd: Cinco	1		
17:6:37	Pcd: Uste, uste, me las cambió	1		
17:6:39	Participante: Risa	1		
17:6:40	Pcd:Uste me las cambió para que diga que yo las hago mal y luego a mí me catiga	2		
17:6:47	Pcd:  Me pega con un palo	2		
17:6:53	 Pcd: Si no hago bien las cosas a mí me pega	2		
17:6:56	Pcd:  Tenga, paqué no me diga que no	2		
17:6:58	Participante: Oook, éstas ya quedaron, yaaa, nadamás faltan éstas dos	2		
17:7:5	Participante: Y empezamos otro jueguito	2		
17:7:6	Pcd: ¿Otro juego?	2		
17:7:7	Participante:  ¿No legusta jugar?	2		
17:7:9	Pcd: Noo, a mí me gusta comer	2		
17:7:20	 Incomprensible	1		
17:7:24	 Pcd: Éste es uno	1		
17:7:28	 Pcd: Y éste otro (incomprensible)	1		
17:7:31	Pcd: ÉSte es doce	1		
17:7:33	Pcd: Éste es diez	1		
17:8:19	Pcd: Arregelas!!!	1		
17:8:20	Participante: Yooooooo?	1		
17:8:21	 Pcd: Síii, pos pa eso le pagan 	1		
17:8:23	Participante:  (Risa), no me pagan, pero las tiene que organizar	1		
17:8:29	 Osea pues, es un juego,no estamos (incomporensible)	1		
17:8:36	Pcd:¿Y quiere que todo haga yo?	1		
17:8:38	Participante:Incomprensible	1		
17:8:39	 Participante: Uste nomas me mira, tenga (tira las cartas)	1		
17:8:42	Participante:A ver ya nadamas falta el último (incomprensible)	1		
17:8:48	 Participante: Échelo, ya (incomprensible) nomas mire	1		
17:8:49	Pcd: Ya no quiero jugar!!!	2		
17:9:24	 Pcd: Tenga, yo ya no voy a jugar (Tira las cartas)	2		
17:9:27	Participante: AAA ¿Por qué no?	2		
17:9:29	Pcd: Porque no me gustan las cartas	2		
17:9:33	Participante: Pero pos tengo 	2		
17:9:37	Participante: Incomprensible	2		
17:9:44	Participante: Vamos a revisarlas	2		
17:9:55	 Participante:Incomprensible (Cuenta las cartas)	2		
17:10:2	 Ummm?	2		
17:10:4	Participante: Incomprensible	2		
17:10:5	Pcd: ¿Qué tiene?	1		
17:10:7	Participante:Casi, (Incomprensible)	1		
17:10:11	Pcd: A ver uste no sabe contarlas	1		
17:10:14	 Participante: A ver vamos	1		
17:10:14	Pcd: Por eso no, por eso no aprende	1		
17:10:35	Pcd: Nos falta uan acarta	1		
17:10:37	Participante:Noo ahí está	1		
17:10:39	Pcd: Nooooo, falta el siete	1		
17:10:43	Participante: Hay que  buscarlo por ahí	1		
17:10:44	Pcd:  Nooo aquí no está	1		
17:10:48	Pcd: Mire, mire véalo	1		
17:10:51	Participante:  A ver	1		
17:10:52	Pcd: Uste lo tiene escondido	1		
17:10:53	Participante:  Noo, yo no tengo nada	1		
17:10:55	Pcd: Síi, mire vealo, lo  verá que uste lo escondió	1		
17:10:59	Participante: Aa, (incomprensible) no diga que no está	1		
17:11:3	Pcd:  Noo, mire uno, 	1		
17:11:7	Participante: A ver uno 	1		
17:11:8	Pcd: Dos, tres, aaaa acá andabas escondido	1		
17:11:16	Pcd: Yaa	1		
17:11:23	Pcd:  Hora sí	1		
17:11:26	Participante: (Incomprensible)	1		
17:11:27	Pcd: Sí	1		
17:11:27	Participante:A ver uno, tres, dos 	1		
17:11:33	 Participante: A ver hay que...., yo digo que ya casi está	1		
17:11:39	Pcd:  Te digo que uste la desacomoda	1		
17:11:40	Participante: (Risa), yooo, aque hora???	1		
17:11:48	Participante: (Incomprensible), 1, 2, 3, 4, 5, 6, 7, ,8, 9, 10, 11, muy bien	1		
17:12:1	Pcd: Nooo, no está tan bien	1		
17:12:3	Participante: ¿Sii?, a ver vamos a revisar éste otro	1		
17:12:5	Participante: Incomprensible	1		
17:12:7	Pcd: Eeeeee	1		
17:12:7	Participante: (Incomprensible) o vamos a revisar	1		
17:12:10	Participante: Eee 11, 10, 9, 8, 7, 6, 5, 4, 3, Esss 1 y 2	1		
17:12:23	Participante: Ta bien pero 	1		
17:12:23	Pcd: Incomprensible	1		
17:12:41	Pcd: No le pusieron azúcar al té	1		
