1	1.6296273811	0.379312575	1.2503148061	10	1.3742707733	79	0	1	0.47	0	0.425980669	0.2668630818	0	0
2	0.7039656553	0.0407261692	0.6632394861	1	0.6008078282	0	0	1	0.6574074074	0	0.4404862865	0.2678428702	0	0
1	0.7865424986	0.2690976436	0.517444855	3	0.6441345599	0	0	1	0.6274509804	0	0.4271105378	0.3338746922	1	0.2941176471
2	0.9798223356	0.8148331857	0.1649891499	5	0.1820362509	20	0	1	0.4814814815	0	0.6124496931	0.282888112	1	0.8958333333
1	3.7776218131	0.9705794916	2.8070423215	2	0.8454180183	75	0	1	0.3744374437	0	0.4706111145	0.240658804	1	0.5742574257
3	1.3202784166	0.8569864629	0.4632919537	3	0.6078496282	5	0	1	0.701754386	0	0.463859138	0.2612484863	1	0.6842105263
2	3.0431624549	1.2600079697	1.7831544852	5	0.7372737041	33	0	1	0.4326923077	0	0.4350958468	0.2065423442	1	0.3653846154
1	3.2443919704	1.0714283832	2.1729635872	2	0.3793446168	43	0	1	0.5854779412	0	0.4046596231	0.2387411985	1	0.765625
2	3.9836193646	1.0935734272	2.8900459375	5	2.0074370897	42	0	1	0.2918032787	0	0.416570578	0.2515102809	0	0
2	5.5405004619	1.8757624091	3.6647380528	32	3.7297323666	74	0	1	0.5804195804	0	0.5177640821	0.191132278	1	0.4444444444
3	1.6275611055	1.1515809421	0.4759801634	4	0.7658149859	24	0	1	0.4574074074	0	0.4963934929	0.256100189	1	0.8666666667
2	1.4159234043	0.7134706803	0.702452724	0	0	5	0	1	0.5740740741	0	0.4940189634	0.2595092029	0	0
1	1.7580395146	1.0520500431	0.7059894715	4	1.0012080128	11	0	1	0.4903846154	0	0.5068099745	0.2567277956	0	0
2	2.286202824	1.3456192542	0.9405835698	7	1.3486381683	25	0	1	0.56	0	0.4505604829	0.2574825451	1	0.9
1	3.4768653905	1.1118427079	2.3650226826	4	1.5716288995	44	0	1	0.408988764	0	0.4724822198	0.2113415051	1	0.3595505618
2	4.1236696872	1.3776588449	2.7460108423	9	1.6502971945	53	0	1	0.6593567251	0	0.3145362872	0.2346640254	1	0.7894736842
1	5.2913939327	2.8010791205	2.4903148122	17	2.9750561521	129	0	1	0.4235403151	0	0.4522316408	0.2380260982	1	0.765060241
2	1.365880971	0.9106207501	0.4552602209	0	0	7	0	1	0.5387096774	0	0.4943437592	0.2531640017	0	0
3	0.779085314	0.2981393812	0.4809459328	2	0.6188320337	0	0	1	0.7	0	0.600823754	0.3051859271	0	0
3	1.7997705868	1.6399154916	0.1598550952	7	0.7497541409	29	0	1	0.5491949911	0	0.4863883229	0.2379909217	1	0.2093023256
2	1.6118231835	0.7473995532	0.8644236303	2	0.6168630136	8	0	1	0.5470588235	0	0.6686918491	0.2927621222	0	0
1	0.7589608229	0.3739942819	0.384966541	0	0	0	0	1	0.6862745098	0	0.49984196	0.3161406566	0	0
2	1.8641987535	0.7848662599	1.0793324936	1	0.5772917632	15	0	1	0.4444444444	0	0.5119584386	0.291259946	1	0.1212121212
3	0	0	0	0	0	0	0	1	0.7333333333	0	0.3784952108	0.2682054284	0	0
1	1.1808026211	1.0614244755	0.1193781456	7	0.5169854667	10	0	1	0.4358974359	0	0.5703497992	0.2531982543	0	0
2	0.2552428368	0.1306535713	0.1245892655	1	0.1490315485	0	0	1	0.65	0	0.4700479849	0.3538156042	0	0
1	0.3988318109	0.2586917009	0.14014011	0	0	0	0	1	0.3454545455	0	0.5131843372	0.2825004283	0	0
1	1.6301803277	0.8346670886	0.7955132391	5	0.7336466855	20	0	1	0.5457317073	0	0.3935220367	0.2578739587	1	0.3902439024
2	0.9890023347	0.8111786356	0.1778236991	5	0.4930704377	13	0	1	0.4615384615	0	0.4605645725	0.199492325	1	0.8205128205
1	0	0	0	0	0	0	0	1	0.7272727273	0	0.4609076078	0.2920527162	0	0
3	1.4000155743	1.0050093835	0.3950061908	2	0.2337099784	18	0	1	0.2361111111	0	0.5462281373	0.248037243	1	0.4444444444
2	1.3338459025	0.9526491329	0.3811967696	4	0.8283549687	12	0	1	0.6181818182	0	0.4926289412	0.3117901864	0	0
1	0.8409862429	0.4995943087	0.3413919342	3	0.5501279522	0	0	1	0.3333333333	0	0.3479848977	0.306396672	1	0.0666666667
3	0	0	0	0	0	0	0	1	0.4285714286	0	0.5840344605	0.3231199579	0	0
1	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1.1418670107	0.8833817283	0.2584852823	2	0.2620792225	27	0	1	0.4642857143	0	0.4685717958	0.2380104314	1	0.6470588235
2	1.2611854077	1.0195046139	0.2416807939	3	0.5791462139	9	0	1	0.3272727273	0	0.5852396825	0.2575021245	0	0
1	0.8599955871	0.5655088926	0.2944866945	3	0.5294407979	0	0	1	0.3724489796	0	0.5077962034	0.2393207453	0	0
3	0.8971702946	0.2349539582	0.6622163364	2	0.7262626177	0	0	1	0.3	0	0.5493271148	0.2053232139	0	0
2	0.8200730616	0.7886189089	0.0314541527	6	0.4115047421	0	0	1	0.3888888889	0	0.5198418724	0.2963995892	0	0
1	0	0	0	0	0	0	0	1	0.4090909091	0	0.440916425	0.332827524	0	0
3	0.2267054906	0.2070283924	0.0196770982	0	0	0	0	1	0.5277777778	0	0.4808703448	0.2682578016	0	0
2	0.7407157829	0.4207756292	0.3199401537	1	0.4943078003	0	0	1	0.2727272727	0	0.6009317536	0.3091797091	0	0
3	0	0	0	0	0	0	0	1	0.2222222222	0	0.5736711189	0.2817842616	0	0
1	1.312582828	1.0155388392	0.2970439888	5	0.6525235811	7	0	1	0.4571428571	0	0.4617229853	0.2850746244	0	0
2	2.1314997718	1.6607917657	0.4707080061	8	0.743011131	40	0	1	0.3293103448	0	0.5789834893	0.2185340778	1	0.5517241379
1	0.9437351842	0.8095208713	0.1342143129	2	0.109010628	10	0	1	0.4133333333	0	0.4702750284	0.2254524183	1	0.6296296296
2	0	0	0	0	0	0	0	1	0.5555555556	0	0.5341902811	0.3901324471	0	0
1	1.1290103233	0.7753562881	0.3536540352	3	0.5779812262	5	0	1	0.5588235294	0	0.4474794145	0.2449000911	0	0
