1,0.963558840088,0.106288924762,0.857269915326,9,0.893278060378,None
2,0.703965655291,0.0407261692264,0.663239486065,9,0.600807828219,None
1,0.786542498576,0.269097643578,0.517444854998,15,0.64413455992,None
2,0.152991166466,0.139132336734,0.0138588297314,10,0.0832312217681,None
1,0.270212614726,0.221696240823,0.0485163739024,None,None,None
3,0.499675587085,0.464816059084,0.0348595280015,None,None,None
2,0.369440906801,0.35794638975,0.0114945170513,None,None,None
1,0.320455913122,0.187355132525,0.133100780597,None,None,None
2,0.365084862521,0.319009301093,0.0460755614288,None,None,None
2,0.177995781894,0.159800285405,0.0181954964889,43,0.0958759876029,None
3,0.669762579692,0.636673629997,0.0330889496944,11,0.340940498204,None
2,0.600944433567,0.465549401877,0.135395031691,None,None,None
1,0.20127759903,0.112209838782,0.0890677602479,None,None,None
2,0.444072748582,0.202284956886,0.241787791696,9,0.275076166899,None
1,0.127691879278,0.0487613757612,0.0789305035169,None,None,None
2,0.138411924069,0.0877839509402,0.0506279731285,14,0.0913867950838,None
1,0.265923474144,0.0864245155909,0.179498958553,14,0.200118410459,None
2,0.451799135389,0.39046550812,0.0613336272694,None,None,None
3,0.779085313963,0.298139381204,0.48094593276,9,0.618832033732,None
3,0.245969419953,0.205423108831,0.0405463111222,10,0.121831902907,None
2,0.870484526359,0.608028009416,0.262456516943,None,None,None
1,0.758960822854,0.373994281892,0.384966540963,None,None,None
2,0.176797039535,0.0683241401408,0.108472899394,None,None,None
3,None,None,None,None,None,None
1,0.405517542695,0.355555780306,0.0499617623897,9,0.14625148213,None
2,0.255242836795,0.130653571267,0.124589265528,9,0.149031548509,None
1,0.398831810891,0.258691700865,0.140140110026,None,None,None
1,0.28542173465,0.155446664002,0.129975070648,None,None,None
2,0.354553038481,0.221256674094,0.133296364387,11,0.187930503038,None
1,None,None,None,None,None,None
3,0.616659024622,0.57941577908,0.0372432455426,None,None,None
2,0.71427826238,0.551183596858,0.163094665522,7,0.424798307269,None
1,0.840986242922,0.499594308723,0.341391934199,9,0.550127952247,None
3,None,None,None,None,None,None
1,None,None,None,None,None,None
11,None,None,None,None,None,None
1,0.590636866411,0.520786380824,0.0698504855867,28,0.262079222521,None
2,0.592980098067,0.446710742716,0.146269355351,16,0.345401356191,None
1,0.859995587103,0.565508892602,0.2944866945,10,0.529440797869,None
3,0.897170294606,0.234953958213,0.662216336393,6,0.726262617695,None
2,0.820073061607,0.788618908863,0.0314541527439,14,0.411504742135,None
1,None,None,None,None,None,None
3,0.226705490604,0.207028392446,0.0196770981577,None,None,None
2,0.740715782882,0.420775629173,0.31994015371,7,0.494307800297,None
3,None,None,None,None,None,None
1,0.565435798341,0.544738533002,0.0206972653386,14,0.286698279626,None
2,0.13568688977,0.0216965114168,0.113990378354,11,0.0945847802688,None
1,0.166681745991,0.0672020790824,0.0994796669083,34,0.109010627984,None
2,None,None,None,None,None,None
1,0.66513121135,0.527464129171,0.137667082179,7,0.245358652719,None
2,0.583338278878,0.283384162331,0.299954116548,13,0.325605730517,None
2,0.34391602512,0.333257575818,0.0106584493016,12,0.157788006204,None
3,None,None,None,None,None,None
2,0.135492633142,0.112051593762,0.023441039379,None,None,None
1,0.432707521911,0.405064353593,0.0276431683183,None,None,None
3,0.756703292122,0.656197498918,0.100505793203,9,0.317983210527,None
2,0.228795888629,0.18847184118,0.040324047449,11,0.133405676658,None
3,0.354222454335,0.284988255862,0.0692341984733,11,0.192645089678,None
1,0.558474016698,0.432048988484,0.126425028214,None,None,None
2,0.638715361802,0.199487212279,0.439228149522,9,0.531922023372,None
3,0.723769925929,0.158161241197,0.565608684732,6,0.525882837882,None
1,0.883498523072,0.872012022965,0.0114865001064,14,0.41644917879,None
3,None,None,None,None,None,None
1,None,None,None,None,None,None
2,0.273199965737,0.262330705943,0.0108692597938,17,0.138389213629,None
0,None,None,None,None,None,None
1,0.343074984989,0.320535586251,0.0225393987376,None,None,None
1,None,None,None,None,None,None
2,0.696799066063,0.666663832642,0.0301352334211,None,None,None
1,None,None,None,None,None,None
0,0.611193844531,0.322917270579,0.288276573952,None,None,None
3,None,None,None,None,None,None
2,0.280546324734,0.240008306173,0.0405380185613,None,None,None
1,0.399472518675,0.263041716926,0.136430801748,None,None,None
3,None,None,None,None,None,None
2,None,None,None,None,None,None
3,None,None,None,None,None,None
1,0.712369926679,0.317757478982,0.394612447696,10,0.45011255091,None
3,0.518991127021,0.110759414978,0.408231712044,9,0.439913763822,None
2,0.780861622842,0.296390139218,0.484471483625,21,0.619189700084,None
1,0.848276842152,0.816026184208,0.032250657944,None,None,None
2,0.756617094776,0.305348340084,0.451268754693,7,0.580831820907,None
0,None,None,None,None,None,None
1,0.2679150092,0.123957493282,0.143957515918,None,None,None
1,0.392495769726,0.375583647649,0.0169121220772,None,None,None
2,0.515294065343,0.360269376268,0.155024689075,None,None,None
0,0.245763460462,0.131027923787,0.114735536676,22,0.160660488612,None
0,0.879915340588,0.272612805255,0.607302535334,None,None,None
1,None,None,None,None,None,None
0,0.285535406088,0.145053150882,0.140482255206,33,0.189323121498,None
1,None,None,None,None,None,None
2,0.859000820339,0.850158705459,0.00884211487991,32,0.413608352367,None
0,None,None,None,None,None,None
1,None,None,None,None,None,None
0,0.667846343602,0.0617198736279,0.606126469974,28,0.630191004486,None
2,None,None,None,None,None,None
1,None,None,None,None,None,None
3,None,None,None,None,None,None
1,None,None,None,None,None,None
2,None,None,None,None,None,None
1,0.632058807104,0.24178006053,0.390278746574,31,0.506067042107,None
3,0.0840333721044,0.0246075689464,0.059425803158,19,0.0712810383343,None
2,0.17172175321,0.0187910169324,0.152930736278,22,0.1451753431,None
1,0.0814424773579,0.0485200191384,0.0329224582195,97,0.0534473381924,None
3,None,None,None,None,None,None
2,0.297089784749,0.0356243637605,0.261465420989,14,0.234820196181,None
1,0.0695637704722,0.0664940304256,0.00306974004659,43,0.0359836093031,None
3,None,None,None,None,None,None
2,0.74736197628,0.068631987216,0.678729989064,15,0.703854642478,None
1,0.786163016738,0.765786951907,0.0203760648303,None,None,None
2,0.658233052838,0.649370273062,0.00886277977581,None,None,None
2,0.920983962744,0.675534499545,0.245449463199,13,0.57079003566,None
1,None,None,None,None,None,None
0,0.859550603963,0.850785283798,0.00876532016504,None,None,None
2,0.215094458041,0.212516325913,0.00257813212805,None,None,None
3,None,None,None,None,None,None
2,0.190887560533,0.0435449207207,0.147342639812,9,0.168859872631,None
3,None,None,None,None,None,None
1,0.751864069569,0.743280387947,0.00858368162198,None,None,None
3,0.131046632983,0.125301766764,0.00574486621859,None,None,None
1,0.767960200632,0.48532271231,0.282637488322,None,None,None
3,None,None,None,None,None,None
1,None,None,None,None,None,None
11,None,None,None,None,None,None
3,None,None,None,None,None,None
2,0.217225429563,0.102066614432,0.115158815131,9,0.113877964194,None
1,0.426737074566,0.186264220873,0.240472853693,6,0.291892346122,None
3,None,None,None,None,None,None
1,0.601211130123,0.197882816293,0.403328313831,9,0.425370062724,None
2,0.851381407568,0.818948844569,0.0324325629987,None,None,None
3,None,None,None,None,None,None
2,None,None,None,None,None,None
1,0.281768276482,0.0798873272455,0.201880949236,11,0.195205343666,None
3,None,None,None,None,None,None
1,0.92977197898,0.488010345583,0.441761633397,None,None,None
2,0.807811197664,0.254393513374,0.55341768429,15,0.593693332643,None
1,0.740873774463,0.523363129077,0.217510645387,11,0.356286761504,None
2,None,None,None,None,None,None
3,0.801725726541,0.694155439894,0.107570286648,9,0.313827532303,None
2,None,None,None,None,None,None
3,None,None,None,None,None,None
1,0.696943099409,0.0724682424194,0.62447485699,8,0.615024760743,None
3,None,None,None,None,None,None
2,None,None,None,None,None,None
1,0.256899143691,0.21647939909,0.0404197446013,None,None,None
2,None,None,None,None,None,None
3,None,None,None,None,None,None
