SUBJECT,SIGNAL,PRECISION,RECALL,PRECISION,RECALL,PRECISION,RECALL,TRAINING_SAMPLES,TEST_SAMPLES
81.48 , 51.16 , 75.00 , 48.84 , 57.45 , 62.79,169,43
71.43 , 11.63 , 68.18 , 34.88 , 100.00 , 2.33,169,43
71.88 , 53.49 , 76.67 , 53.49 , 40.00 , 4.65,169,43
