-2,0,0,0,0,0
-2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0315717353205,0.0315717353205,0.0315717353205,0.0,0
0,0.0778522411552,0.0625873135899,0.0702197773726,5.82545033933e-05,0
0,0.0220813820903,0.0220813820903,0.0220813820903,0.0,3.0
-1,0,0,0,0,0
-1,0.0123471159507,0.0123471159507,0.0123471159507,0.0,0
0,0,0,0,0,0
0,0.123772425802,0.123772425802,0.123772425802,0.0,0
0,0.0334320719185,0.0334320719185,0.0334320719185,0.0,0
0,0.0211189781363,0.0211189781363,0.0211189781363,0.0,1.0
0,0.0649900580398,0.0649900580398,0.0649900580398,0.0,0
0,0,0,0,0,0
0,0.0584237194039,0.0154314294632,0.0369275744336,0.000462084248586,0
0,0.1152784366,0.0464253850896,0.0808519108446,0.00118518567556,3.0
0,0.0963182157985,0.082602163668,0.0894601897333,4.70325215118e-05,2.5
0,0.141739260248,0.141179893623,0.141459576936,7.82227552304e-08,2.0
1,0.0276405776355,0.0276405776355,0.0276405776355,0.0,2.0
1,0.17401974501,0.0524295918341,0.113224668422,0.00369604133736,2.0
1,0.431260113177,0.253332719008,0.342296416092,0.00791453939898,2.0
1,0.226282344448,0.0543199098817,0.140301127165,0.00739276972551,1.0
-1,0.165272385033,0.0106730417648,0.0879727133989,0.00597523923475,1.5
-1,0.0517383981605,0.0444400644276,0.0480892312941,1.33164188193e-05,2.0
1,0.0213646460256,0.0213646460256,0.0213646460256,0.0,1.0
1,0.0653442986665,0.0190892255729,0.0422167621197,0.000534882946722,2.5
1,0.208765436428,0.208765436428,0.208765436428,0.0,3.0
1,0.553247752624,0.041518160334,0.23566694307,0.051262261893,1.0
1,0.0313234207763,0.0313234207763,0.0313234207763,0.0,1.0
1,0.314906186143,0.0195288257392,0.118853637765,0.0192194249965,6.0
1,0.0139882254099,0.0139882254099,0.0139882254099,0.0,1.0
1,0.48203362849,0.48203362849,0.48203362849,0.0,0
-1,0.0698108112435,0.0698108112435,0.0698108112435,0.0,3.0
-1,0.131129189059,0.0374496164018,0.0842894027304,0.00219396558331,2.5
1,0,0,0,0,0
1,0.443130179426,0.0102220360196,0.226676107723,0.0468523651569,4.0
1,0.092712448764,0.0746591651187,0.0836858069414,8.14802625944e-05,2.0
1,0.0493831907551,0.0204396230173,0.0349114068862,0.000209432528349,0
-1,0.66423492693,0.262107126598,0.463171026764,0.04042669195,3.0
-1,0.663638334577,0.242504111541,0.413032521738,0.0327652008423,1.5
0,0.0896391998625,0.0896391998625,0.0896391998625,0.0,3.0
0,0,0,0,0,0
1,0.500377668689,0.500377668689,0.500377668689,0.0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0619102355956,0.0619102355956,0.0619102355956,0.0,0
1,0.121293133043,0.0552893784849,0.0882912557638,0.00108912390393,0
1,0.0734311525378,0.042163100104,0.0530212308077,0.000208566873074,2.0
1,0.103999093755,0.0188838533053,0.0614414735303,0.00181115103922,3.5
1,0.104798935737,0.104798935737,0.104798935737,0.0,10.0
-1,0.207331820922,0.176497809112,0.191914815017,0.000237684071078,0
-1,0.653635069993,0.0866197630157,0.370127416504,0.0803765895867,2.0
-1,0.122451484239,0.0144420649111,0.068446774575,0.00291650866588,1.0
-1,0.698936136048,0.061708079536,0.334218418111,0.0719276997387,2.33333333333
1,0.0766768899308,0.0538792019968,0.0652780459638,0.000129933643784,1.5
1,0.211220095194,0.0862514167197,0.148735755957,0.00390429264987,2.0
1,0,0,0,0,0
1,0.0514047634019,0.0514047634019,0.0514047634019,0.0,2.0
1,0.253594154349,0.0578991003513,0.15574662735,0.00957413853983,5.0
1,0.882813728021,0.882813728021,0.882813728021,0.0,0
-2,0,0,0,0,0
-2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-2,0,0,0,0,0
-2,0,0,0,0,0
-2,0,0,0,0,0
-2,0,0,0,0,0
-1,0,0,0,0,0
-1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
-1,0,0,0,0,0
-1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
-1,0,0,0,0,0
-1,0,0,0,0,0
1,0,0,0,0,0
1,0.0121078376514,0.0121078376514,0.0121078376514,0.0,0
1,0,0,0,0,0
1,0,0,0,0,0
-1,0,0,0,0,0
-1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0.0626512934814,0.0626512934814,0.0626512934814,0.0,0
1,0.0606243683824,0.0239725476408,0.0422984580116,0.000335838990919,0
1,0.328246955724,0.0693977599313,0.173361418246,0.0110260609288,0
1,0.328626790331,0.102338885119,0.215482837725,0.0128015540113,0
1,0.273537682875,0.117232124762,0.195384903819,0.00610785687425,5.0
-1,0.562858837708,0.54887220644,0.555865522074,4.89064635565e-05,3.0
-1,0,0,0,0,0
