1,1.0,0.561224489796
0,1.0,0.438923395445
1,1.0,0.470588235294
0,1.0,0.431034482759
1,1.0,0.443181818182
3,1.0,0.571428571429
1,1.0,0.546875
2,1.0,0.3981264637
0,1.0,0.471544715447
1,1.0,0.627450980392
0,0.0,0.0
2,1.0,0.285714285714
0,1.0,0.556776556777
1,1.0,0.519444444444
1,1.0,0.408333333333
0,1.0,0.553333333333
2,1.0,0.666666666667
3,1.0,0.388888888889
1,1.0,0.333333333333
2,1.0,0.627777777778
1,1.0,0.438492063492
0,1.0,0.712962962963
1,1.0,0.301587301587
0,1.0,0.367346938776
1,1.0,0.377192982456
0,1.0,0.416666666667
1,1.0,0.888888888889
0,1.0,0.384615384615
2,1.0,0.48
0,1.0,0.466666666667
1,1.0,0.444444444444
2,1.0,0.5
3,1.0,0.568
2,1.0,0.522727272727
1,0.0,0.0
2,1.0,0.441176470588
1,1.0,0.6
2,1.0,0.37037037037
0,1.0,0.5
1,1.0,0.46875
3,1.0,0.636363636364
2,1.0,0.58
3,1.0,0.6
1,1.0,0.522222222222
2,1.0,0.454545454545
1,1.0,0.6640625
0,0.0,0.0
3,1.0,0.463768115942
2,1.0,0.527777777778
1,1.0,0.427160493827
3,1.0,0.4140625
1,1.0,0.403017241379
2,1.0,0.5
1,1.0,0.714285714286
2,1.0,0.589830508475
1,1.0,0.485294117647
3,1.0,0.365079365079
1,1.0,0.544850498339
2,0.0,0.0
1,1.0,0.490476190476
2,1.0,0.6
3,0.0,0.0
1,1.0,0.468181818182
2,1.0,0.591666666667
1,1.0,0.496739130435
2,1.0,0.408333333333
1,1.0,0.4
3,1.0,0.294117647059
1,1.0,0.5
3,1.0,0.208333333333
1,0.0,0.0
2,1.0,0.594202898551
1,1.0,0.46
2,0.0,0.0
3,1.0,0.566666666667
1,1.0,0.49387755102
2,1.0,0.56
1,1.0,0.684210526316
2,1.0,0.666666666667
1,0.0,0.0
2,1.0,0.478070175439
1,0.0,0.0
2,1.0,0.33908045977
1,1.0,0.401515151515
1,1.0,0.442857142857
3,1.0,0.4
1,1.0,0.370192307692
3,1.0,0.622222222222
2,1.0,0.5625
1,1.0,0.807692307692
3,1.0,0.458333333333
2,1.0,0.597402597403
3,1.0,0.607142857143
1,1.0,0.833333333333
3,1.0,0.583333333333
2,1.0,0.45
1,1.0,0.5
2,1.0,0.666666666667
3,1.0,0.4
1,1.0,0.454545454545
3,1.0,0.47619047619
1,1.0,0.545454545455
3,1.0,0.75
1,1.0,0.392857142857
2,1.0,0.460526315789
3,1.0,0.65625
2,1.0,0.535714285714
1,0.0,0.0
3,1.0,0.333333333333
2,1.0,0.47619047619
3,1.0,0.565217391304
3,1.0,0.445161290323
1,1.0,0.410714285714
3,1.0,0.645833333333
1,1.0,0.420289855072
3,1.0,0.5
3,1.0,0.8125
1,1.0,0.5
2,1.0,0.407407407407
1,1.0,0.455357142857
3,1.0,0.444444444444
2,1.0,0.327309236948
1,1.0,0.423076923077
3,1.0,0.546666666667
1,1.0,0.5
2,1.0,0.5
1,1.0,0.361111111111
2,1.0,0.538461538462
3,1.0,0.4
1,1.0,0.515151515152
3,1.0,0.442307692308
2,1.0,0.366666666667
3,1.0,0.5
2,1.0,0.581395348837
1,1.0,0.278911564626
2,1.0,0.392857142857
3,1.0,0.444117647059
2,1.0,0.388888888889
3,1.0,0.574074074074
2,1.0,0.626477541371
3,1.0,0.644444444444
2,1.0,0.695652173913
3,1.0,0.56
3,1.0,0.583333333333
2,1.0,0.571428571429
3,1.0,0.3
2,1.0,0.47
3,1.0,0.625
1,1.0,0.4
2,1.0,0.589743589744
3,1.0,0.4
2,1.0,0.410714285714
1,1.0,0.190476190476
3,0.0,0.0
