-2,0,0,0,0,0
-2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0108318260762,0.0108318260762,0.0108318260762,0.0,4.0
0,0,0,0,0,0
0,0.0153807383554,0.0153807383554,0.0153807383554,0.0,0
-2,0,0,0,0,0
-2,0.0106509109949,0.0106509109949,0.0106509109949,0.0,0
-2,0.011623535372,0.011623535372,0.011623535372,0.0,3.0
-2,0,0,0,0,0
-2,0.012820049313,0.012820049313,0.012820049313,0.0,0
-2,0,0,0,0,0
-2,0.0178124770938,0.0178124770938,0.0178124770938,0.0,0
-2,0,0,0,0,0
-1,0.259032845458,0.0638153427173,0.161424094088,0.00952746834405,0
-1,0.0895165791518,0.0724469222291,0.0835874202586,6.21412257066e-05,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0.0162948557827,0.0162948557827,0.0162948557827,0.0,2.0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0.173750033382,0.0319992215457,0.102874627464,0.00502332316405,3.0
1,0.168460601811,0.0264486130275,0.0974546074192,0.00504185123956,3.0
1,0.1162280376,0.078420462752,0.0973242501762,0.000357353178978,0
1,0.26832071493,0.0148746011281,0.141597658029,0.0160587331504,3.0
1,0.237414148118,0.153531993055,0.195473070587,0.00175905398448,0
1,0.137685242877,0.0578740813647,0.107730837374,0.00125968869484,2.0
1,0.420811001858,0.179513110152,0.300162056005,0.0145561681354,4.0
0,0.312462007818,0.04261199724,0.173327266719,0.0164660043091,2.0
0,0.258697564161,0.210337573671,0.241021087612,0.00047437295756,0
0,0.176725534618,0.068226543315,0.122476038967,0.00294300777846,2.0
0,0.399149992156,0.0290505783257,0.210757478462,0.0321448967818,1.0
0,0.235271904388,0.235271904388,0.235271904388,0.0,0
0,0.178812750131,0.178812750131,0.178812750131,0.0,0
1,0.464598972804,0.464598972804,0.464598972804,0.0,5.0
1,0.639893418663,0.275289481755,0.457591450209,0.0332340077021,6.0
1,0.435109331019,0.237870707239,0.336490019129,0.00972576867765,3.0
1,0.368509989294,0.149270380314,0.273272449673,0.00842470010982,2.0
1,0.599579591798,0.141634770549,0.370607181173,0.0524283648273,2.0
1,0.389780151125,0.20767889159,0.281419195442,0.00612610622062,3.0
1,0.212200771951,0.0634473000604,0.155112817289,0.00428573648308,0
1,0.808998420606,0.19276787952,0.500883150063,0.0949350199419,1.5
1,0.646069082999,0.434325670729,0.540197376864,0.01120881816,2.0
1,0.141664193852,0.092780683349,0.1172224386,0.000597399399768,0
1,0.68689853685,0.0309925392995,0.439237841463,0.0845958209039,3.0
1,0.427331040806,0.220601150909,0.308889638661,0.00757747368601,0
-1,0.421077218872,0.0533963042086,0.277034335049,0.0256992362156,1.5
-1,0.486935983212,0.188402592467,0.323131946512,0.0152763661507,3.0
-1,0.627649225821,0.151462939101,0.389556082461,0.0566883449151,1.0
-1,0.638117524221,0.131209885465,0.329048191186,0.0490120630902,2.0
-2,0.0490087604943,0.0490087604943,0.0490087604943,0.0,1.0
-2,0,0,0,0,0
