None,0.292937002275,215,237,0.3647060774,None,None
None,0.355770600783,242,250,0.433622461086,None,13
None,0.412639510705,259,264,0.475226824295,None,14
None,0.447224454226,406,411,0.570996880028,None,147
None,0.486864528719,542,568,0.67705849752,None,157
None,0.709459943592,616,642,0.956840944117,None,74
0.984642528829,0.91700760652,646,651,1.05874686677,653,9
None,0.915737900621,680,686,1.18959127506,None,35
1.17480590099,1.09299581355,691,696,1.26687064306,701,10
None,1.14528971597,704,729,1.59138466383,None,33
1.69417494733,1.59138466383,729,737,1.84471738284,739,8
1.80966844762,1.64972600715,742,759,1.98887108825,762,22
None,1.74625950698,770,775,2.04436793008,None,16
2.00062927354,1.75204111745,833,838,2.27853914902,843,63
None,1.51012035913,926,932,1.85028760595,None,94
None,1.80154011981,938,942,2.35478787243,None,10
1.96930960699,1.81709717448,991,1005,2.15622304548,1012,63
1.86946277422,1.73533460853,1040,1046,2.0097153521,1049,41
2.0062845751,1.79041497319,1055,1060,2.27244860168,1068,14
1.98116096561,1.9325760993,1113,1117,2.06370528836,1121,57
1.93001076812,1.71707788964,1185,1190,2.16020806907,1197,73
None,1.717248457,1245,1264,2.5616172711,None,74
2.45784354366,2.0930153251,1290,1298,2.99705031067,1301,34
1.19976978826,1.17522688755,1533,1538,1.23713712314,1545,240
1.27175112788,1.25219748955,1567,1571,1.30748686803,1578,33
1.32096739374,1.23525158807,1586,1604,1.40798150998,1614,33
1.38626306817,1.28507514612,1618,1623,1.50122194491,1635,19
1.44372979185,1.41351987285,1647,1651,1.51003411151,1654,28
None,1.32061724053,1684,1689,1.52794906145,None,38
1.51419315861,1.42732695146,1698,1703,1.60382476057,1713,14
None,1.50892936941,1714,1721,2.16256443941,None,18
2.17229149393,2.16256443941,1721,1725,2.24918420242,1727,4
None,2.03603869454,1731,1738,2.65188630196,None,13
2.66312258682,2.39983187476,1770,1776,3.09479123174,1779,38
2.18864091075,1.75136005819,1952,1958,2.63417271917,1970,182
None,2.35777372363,1984,1990,2.56823679744,None,32
None
