1,0.913077896837,0.909089787646,0.00398810919088,None,None,None,1.0,0.460648148148,0.0,0.108363528898,0.159724459143,1.0,0.416666666667
3,None,None,None,None,None,None,1.0,0.333333333333,0.0,0.48342778503,0.300911002564,0.0,0.0
2,0.903472101001,0.176351922788,0.727120178213,5,0.803740941198,None,1.0,0.627777777778,0.0,0.487848016259,0.224483576539,1.0,0.533333333333
1,0.0607148339305,0.0140586991647,0.0466561347658,None,None,None,1.0,0.278911564626,0.0,0.51605013731,0.229547425351,1.0,0.775510204082
2,0.688148029345,0.17688896709,0.511259062255,9,0.562637800975,None,1.0,0.412587412587,0.0,0.216390250755,0.170213380503,1.0,0.480769230769
2,0.747070939918,0.428124008741,0.318946931177,None,None,None,1.0,0.514285714286,0.0,0.504691475949,0.28416177947,0.0,0.0
2,None,None,None,None,None,None,1.0,0.388888888889,0.0,0.416694204472,0.266646533985,0.0,0.0
1,0.486873793851,0.0940819061,0.392791887751,None,None,None,1.0,0.42,0.0,0.45430875914,0.254070794121,0.0,0.0
3,0.48365738639,0.347282488432,0.136374897958,None,None,None,1.0,0.4,0.0,0.421230656279,0.286965180962,1.0,0.766666666667
2,0.185861764169,0.161883294937,0.0239784692319,None,None,None,1.0,0.589743589744,0.0,0.518689366335,0.271006595235,0.0,0.0
1,None,None,None,None,None,None,1.0,0.611111111111,0.0,0.728070780842,0.3456851699,0.0,0.0
1,0.347556468104,0.281963259497,0.065593208607,21,0.182632247392,None,1.0,0.408333333333,0.0,0.538870288668,0.211086630849,0.0,0.0
0,0.651179311651,0.316324086679,0.334855224972,13,0.474452202688,None,1.0,0.594246031746,0.0,0.527337465361,0.24130661434,1.0,0.285714285714
0,None,None,None,None,None,None,1.0,0.5,0.0,0.719954711279,0.376239592222,0.0,0.0
3,0.374231439019,0.336000771372,0.0382306676476,None,None,None,0.0,0.0,0.0,0.406015346924,0.319453929943,0.0,0.0
1,0.835180995359,0.271972414139,0.56320858122,16,0.612428635124,None,1.0,0.438492063492,0.0,0.356468020184,0.181752915439,1.0,0.333333333333
