1430264516.537000, /muse/elements/gamma_absolute, -0.5655169, -0.57110894, -0.6933706, -0.5048603
1430264516.682000, /muse/elements/gamma_absolute, -0.5616276, -0.57117254, -0.6840782, -0.5002483
1430264516.700000, /muse/elements/gamma_absolute, -0.53868806, -0.57007664, -0.67555326, -0.49534228
1430264516.718000, /muse/elements/gamma_absolute, -0.5009054, -0.5720867, -0.66905385, -0.49191996
1430264516.780000, /muse/elements/gamma_absolute, -0.4584717, -0.5793032, -0.6647711, -0.49244997
1430264516.925000, /muse/elements/gamma_absolute, -0.42088234, -0.59037966, -0.6635597, -0.498005
1430264516.991000, /muse/elements/gamma_absolute, -0.39273524, -0.60083735, -0.6623581, -0.50781554
1430264517.072000, /muse/elements/gamma_absolute, -0.37506875, -0.6079952, -0.65787256, -0.52027595
1430264517.220000, /muse/elements/gamma_absolute, -0.36656794, -0.61289316, -0.6485539, -0.5337774
1430264517.286000, /muse/elements/gamma_absolute, -0.3649802, -0.61827284, -0.63633657, -0.54852223
1430264517.368000, /muse/elements/gamma_absolute, -0.3680774, -0.6251836, -0.625448, -0.56447744
1430264517.510000, /muse/elements/gamma_absolute, -0.37281746, -0.6319083, -0.61882, -0.5806897
1430264517.589000, /muse/elements/gamma_absolute, -0.37734064, -0.63615596, -0.6168106, -0.5937579
1430264517.659000, /muse/elements/gamma_absolute, -0.38102704, -0.63736385, -0.6180393, -0.6014298
1430264517.804000, /muse/elements/gamma_absolute, -0.384356, -0.63676316, -0.620816, -0.60363954
1430264517.882000, /muse/elements/gamma_absolute, -0.3884327, -0.6374866, -0.6251956, -0.6032961
1430264518.020000, /muse/elements/gamma_absolute, -0.3946914, -0.6414373, -0.63338536, -0.6043746
1430264518.098000, /muse/elements/gamma_absolute, -0.4052584, -0.6481892, -0.6472216, -0.60859346
1430264518.163000, /muse/elements/gamma_absolute, -0.42326954, -0.6551896, -0.66613114, -0.6140966
1430264518.327000, /muse/elements/gamma_absolute, -0.45068946, -0.65890586, -0.68663585, -0.61817735
1430264518.401000, /muse/elements/gamma_absolute, -0.48669276, -0.6566088, -0.7036246, -0.61890376
1430264518.466000, /muse/elements/gamma_absolute, -0.5267219, -0.6466478, -0.7157096, -0.6163987
1430264518.614000, /muse/elements/gamma_absolute, -0.5638751, -0.6303163, -0.72544235, -0.61058456
1430264518.685000, /muse/elements/gamma_absolute, -0.5915368, -0.610983, -0.7368696, -0.6006109
1430264518.758000, /muse/elements/gamma_absolute, -0.60556304, -0.59181726, -0.7512775, -0.58550495
1430264518.919000, /muse/elements/gamma_absolute, -0.60550904, -0.5739326, -0.76561296, -0.56504166
1430264518.984000, /muse/elements/gamma_absolute, -0.59416777, -0.556758, -0.7735914, -0.5411592
1430264519.137000, /muse/elements/gamma_absolute, -0.5764691, -0.5396305, -0.7700622, -0.51717657
1430264519.198000, /muse/elements/gamma_absolute, -0.559366, -0.5240544, -0.7567246, -0.494952
1430264519.282000, /muse/elements/gamma_absolute, -0.5481614, -0.5131204, -0.7405149, -0.47337124
1430264519.426000, /muse/elements/gamma_absolute, -0.5457131, -0.5076885, -0.72769403, -0.45080507
1430264519.500000, /muse/elements/gamma_absolute, -0.5507233, -0.50634813, -0.719992, -0.42739943
1430264519.583000, /muse/elements/gamma_absolute, -0.5581628, -0.5061028, -0.7150112, -0.40549928
1430264519.702000, /muse/elements/gamma_absolute, -0.56154794, -0.50572014, -0.7117781, -0.38813663
1430264519.780000, /muse/elements/gamma_absolute, -0.5560496, -0.505566, -0.7107505, -0.37707162
1430264519.921000, /muse/elements/gamma_absolute, -0.54161954, -0.50680554, -0.7113345, -0.3714205
1430264520.006000, /muse/elements/gamma_absolute, -0.5215763, -0.51006943, -0.7084932, -0.36873308
1430264520.080000, /muse/elements/gamma_absolute, -0.49993145, -0.5143704, -0.696975, -0.36719307
1430264520.244000, /muse/elements/gamma_absolute, -0.4795002, -0.5190821, -0.67661065, -0.36639866
1430264520.336000, /muse/elements/gamma_absolute, -0.46284133, -0.52440834, -0.65372366, -0.36711285
1430264520.367000, /muse/elements/gamma_absolute, -0.4518852, -0.5320602, -0.63585675, -0.37075716
1430264520.513000, /muse/elements/gamma_absolute, -0.44841236, -0.54382616, -0.6277387, -0.37671304
1430264520.597000, /muse/elements/gamma_absolute, -0.45152518, -0.5596988, -0.63029486, -0.38203424
1430264520.665000, /muse/elements/gamma_absolute, -0.45763522, -0.5773233, -0.6405817, -0.3851039
