1433979783.687,0.0
1433979783.702,0.0
1433979783.718,0.0
1433979783.734,0.0
1433979783.749,0.0
1433979783.765,0.0
1433979783.78,0.0
1433979783.796,0.0
1433979783.812,0.0
1433979783.827,0.0022315353
1433979783.843,-0.0045169927
1433979783.859,-0.011265522
1433979783.874,-0.011383951
1433979783.89,0.0011864507
1433979783.905,0.025910312
1433979783.921,0.050634187
1433979783.937,0.051362894
1433979783.952,-0.0014929791
1433979783.968,-0.1302426
1433979783.984,-0.35562757
1433979783.999,-0.6591247
1433979784.015,-1.0095103
1433979784.03,-1.3709826
1433979784.046,-1.7197359
1433979784.062,-2.0551105
1433979784.077,-2.39945
1433979784.093,-2.7866635
1433979784.109,-3.2399073
1433979784.124,-3.796012
1433979784.14,-4.418684
1433979784.155,-5.0592937
1433979784.171,-5.6644096
1433979784.187,-6.2021537
1433979784.202,-6.6808796
1433979784.218,-7.149598
1433979784.234,-7.6782336
1433979784.249,-8.310739
1433979784.265,-9.143657
1433979784.28,-10.089731
1433979784.296,-11.041313
1433979784.312,-11.8842125
1433979784.327,-12.564316
1433979784.343,-13.13563
1433979784.359,-13.760044
1433979784.374,-14.65232
1433979784.39,-15.962056
1433979784.405,-17.914442
1433979784.421,-20.317299
1433979784.437,-22.903854
1433979784.452,-25.37947
1433979784.468,-27.578028
1433979784.484,-29.57246
1433979784.499,-31.675173
1433979784.515,-34.3178
1433979784.53,-37.813618
1433979784.546,-42.541233
1433979784.562,-48.1463
1433979784.577,-54.104755
1433979784.593,-59.83309
1433979784.609,-64.972374
1433979784.624,-69.58293
1433979784.64,-74.14353
1433979784.655,-79.344986
1433979784.671,-85.70726
1433979784.687,-93.76193
1433979784.702,-102.99779
1433979784.718,-112.61757
1433979784.734,-121.73034
1433979784.749,-129.76602
1433979784.765,-136.75102
1433979784.78,-143.30344
1433979784.796,-150.74623
1433979784.812,-157.77356
1433979784.827,-166.64323
1433979784.843,-177.94798
1433979784.859,-191.79102
1433979784.874,-206.96808
1433979784.89,-220.56592
1433979784.906,-228.24644
1433979784.921,-225.36154
1433979784.937,-208.53198
1433979784.952,-176.87024
1433979784.968,-132.76222
1433979784.984,-80.04997
1433979784.999,-23.069275
1433979785.015,34.94339
1433979785.031,92.43695
1433979785.046,149.15695
1433979785.062,205.22772
1433979785.077,260.36963
1433979785.093,313.74133
1433979785.109,363.87396
1433979785.124,409.83353
1433979785.14,450.90775
1433979785.156,486.50244
1433979785.171,515.73865
1433979785.187,537.2274
1433979785.202,549.22
1433979785.218,549.9613
1433979785.234,538.367
1433979785.249,514.2055
1433979785.265,478.674
1433979785.281,433.87952
1433979785.296,382.45126
1433979785.312,327.02106
1433979785.327,269.84186
1433979785.343,212.63379
1433979785.359,156.6594
1433979785.374,102.95233
1433979785.39,52.373596
1433979785.406,5.9046936
1433979785.421,-35.580414
1433979785.437,-71.42584
1433979785.452,-101.35184
1433979785.468,-125.50113
1433979785.484,-144.3797
1433979785.499,-158.69403
1433979785.515,-169.15071
1433979785.531,-176.3711
1433979785.546,-180.75139
1433979785.562,-182.57419
1433979785.577,-182.06863
1433979785.593,-179.5066
1433979785.609,-175.23325
1433979785.624,-169.65286
1433979785.64,-163.17691
1433979785.656,-156.14568
1433979785.671,-148.80681
1433979785.687,-141.29686
1433979785.702,-133.68983
1433979785.718,-126.01962
1433979785.734,-118.33268
1433979785.749,-110.68864
1433979785.765,-103.15572
1433979785.781,-95.80455
1433979785.796,-88.684166
1433979785.812,-81.82744
1433979785.827,-75.24594
1433979785.843,-68.9526
1433979785.859,-62.949085
1433979785.874,-57.247494
1433979785.89,-51.857185
1433979785.906,-46.78282
1433979785.921,-42.02776
1433979785.937,-37.58521
1433979785.952,-33.451748
1433979785.968,-29.613855
1433979785.984,-26.070963
1433979785.999,-22.808779
1433979786.015,-19.824995
1433979786.031,-17.113392
1433979786.046,-14.666497
1433979786.062,-12.47932
1433979786.077,-10.538469
1433979786.093,-8.833674
1433979786.109,-7.3478527
1433979786.124,-6.067689
1433979786.14,-4.9734216
1433979786.156,-4.04625
1433979786.171,-3.267365
1433979786.187,-2.6211028
1433979786.202,-2.0884275
1433979786.218,-1.6511009
1433979786.234,-1.2984953
1433979786.249,-1.015844
1433979786.265,-0.79190874
1433979786.281,-0.6128857
1433979786.296,-0.4728108
1433979786.312,-0.3650247
1433979786.327,-0.28303564
1433979786.343,-0.22861862
1433979786.359,-0.19030088
1433979786.374,-0.16119921
1433979786.39,-0.12999594
1433979786.406,-0.08979529
1433979786.421,-0.037445784
1433979786.437,0.027771175
1433979786.452,0.09126058
1433979786.468,0.1409767
1433979786.484,0.16665502
1433979786.499,0.1676379
1433979786.515,0.15800501
1433979786.531,0.15058538
1433979786.546,0.16675249
1433979786.562,0.20325528
1433979786.577,0.26312068
1433979786.593,0.32280532
1433979786.609,0.36597025
1433979786.624,0.3732071
1433979786.64,0.35336885
1433979786.656,0.32260525
1433979786.671,0.3125678
1433979786.687,0.3506409
1433979786.702,0.45041063
1433979786.718,0.59703946
1433979786.734,0.7536533
1433979786.749,0.8697821
1433979786.765,0.91035056
1433979786.781,0.87705404
1433979786.796,0.8155836
1433979786.812,0.8039129
1433979786.827,0.91149443
1433979786.843,1.1671817
1433979786.859,1.5367937
1433979786.874,1.9215502
1433979786.89,2.2092037
1433979786.906,2.3050597
1433979786.921,2.225333
1433979786.937,2.0730586
1433979786.952,2.0229034
1433979786.968,2.2229462
1433979786.984,2.7449927
1433979786.999,3.5075881
1433979787.015,4.3148413
1433979787.031,4.9293237
1433979787.046,5.1857944
1433979787.062,5.0895863
1433979787.077,4.8240347
1433979787.093,4.690153
1433979787.109,4.969157
1433979787.124,5.768793
1433979787.14,6.987052
1433979787.156,8.298048
1433979787.171,9.355758
1433979787.187,9.898915
1433979787.202,9.9160385
1433979787.218,9.606284
1433979787.234,9.316663
1433979787.249,9.373066
1433979787.265,10.025901
1433979787.281,11.402423
1433979787.296,13.488614
1433979787.312,16.019611
1433979787.327,18.358946
1433979787.343,19.526367
1433979787.359,18.473255
1433979787.374,14.522681
1433979787.39,7.853224
1433979787.406,-0.37858582
1433979787.421,-8.3782425
1433979787.437,-14.4363365
1433979787.452,-17.612726
1433979787.468,-18.109869
1433979787.484,-16.936642
1433979787.499,-15.3290825
1433979787.515,-14.083742
1433979787.531,-13.304327
1433979787.546,-12.569704
1433979787.562,-11.440605
1433979787.578,-9.726379
1433979787.593,-7.658327
1433979787.609,-5.651064
1433979787.624,-4.070816
1433979787.64,-3.084303
1433979787.656,-2.731577
1433979787.671,-2.9557858
1433979787.687,-3.7768059
1433979787.703,-5.179188
1433979787.718,-7.111046
1433979787.734,-9.320374
1433979787.749,-11.435444
