S1,2015-3-23 18:29:4.862,2015-3-23 18:29:10.792,1,awn_yes
S1,2015-3-23 18:29:12.70,2015-3-23 18:29:17.768,2,awn_no
S1,2015-3-23 18:29:19.286,2015-3-23 18:29:24.807,3,awn_no
S1,2015-3-23 18:29:26.86,2015-3-23 18:29:31.632,4,awn_no
S1,2015-3-23 18:29:32.846,2015-3-23 18:29:37.872,5,awn_yes
S1,2015-3-23 18:29:38.839,2015-3-23 18:29:44.232,6,awn_no
S1,2015-3-23 18:29:45.214,2015-3-23 18:29:50.431,7,awn_no
S1,2015-3-23 18:29:51.550,2015-3-23 18:29:56.743,8,awn_yes
S1,2015-3-23 18:29:57.790,2015-3-23 18:30:2.735,9,awn_yes
S1,2015-3-23 18:30:3.686,2015-3-23 18:30:9.55,10,awn_yes
S1,2015-3-23 18:30:9.973,2015-3-23 18:30:15.7,11,awn_no
S1,2015-3-23 18:30:16.62,2015-3-23 18:30:21.327,12,awn_no
S1,2015-3-23 18:30:22.326,2015-3-23 18:30:27.535,13,awn_yes
S1,2015-3-23 18:30:28.606,2015-3-23 18:30:33.735,14,awn_yes
S1,2015-3-23 18:30:34.573,2015-3-23 18:30:39.543,15,awn_yes
S1,2015-3-23 18:30:40.558,2015-3-23 18:30:45.711,16,awn_yes
S1,2015-3-23 18:30:47.518,2015-3-23 18:30:52.654,17,awn_no
S1,2015-3-23 18:30:53.605,2015-3-23 18:30:58.823,18,awn_no
S1,2015-3-23 18:30:59.781,2015-3-23 18:31:4.855,19,awn_no
S1,2015-3-23 18:31:5.765,2015-3-23 18:31:10.991,20,awn_yes
