1425492732.878,-7.0,20.0,60.0
1425492732.91,-8.0,19.0,60.0
1425492732.941,-7.0,20.0,60.0
1425492732.972,-7.0,20.0,60.0
1425492733.003,-7.0,19.0,60.0
1425492733.035,-7.0,20.0,60.0
1425492733.066,-7.0,20.0,60.0
1425492733.097,-8.0,19.0,60.0
1425492733.128,-7.0,20.0,60.0
1425492733.16,-7.0,20.0,60.0
1425492733.191,-8.0,19.0,60.0
1425492733.222,-7.0,20.0,60.0
1425492733.253,-7.0,20.0,60.0
1425492733.285,-7.0,20.0,60.0
1425492733.316,-7.0,20.0,60.0
1425492733.347,-7.0,19.0,60.0
1425492733.378,-7.0,20.0,60.0
1425492733.41,-7.0,20.0,60.0
1425492733.441,-7.0,20.0,60.0
1425492733.472,-8.0,19.0,60.0
1425492733.503,-7.0,20.0,60.0
1425492733.535,-7.0,19.0,60.0
1425492733.566,-7.0,20.0,60.0
1425492733.597,-7.0,20.0,60.0
1425492733.628,-7.0,20.0,60.0
1425492733.66,-7.0,20.0,60.0
1425492733.691,-7.0,19.0,60.0
1425492733.722,-7.0,20.0,60.0
1425492733.753,-7.0,19.0,60.0
1425492733.785,-7.0,20.0,60.0
1425492733.816,-7.0,20.0,60.0
1425492733.847,-7.0,19.0,60.0
1425492733.878,-7.0,20.0,60.0
1425492733.91,-7.0,20.0,60.0
1425492733.941,-7.0,19.0,60.0
1425492733.972,-7.0,20.0,61.0
1425492734.003,-7.0,20.0,60.0
1425492734.035,-8.0,20.0,60.0
1425492734.066,-8.0,20.0,60.0
1425492734.097,-7.0,20.0,60.0
1425492734.128,-7.0,19.0,60.0
1425492734.16,-7.0,19.0,60.0
1425492734.191,-8.0,20.0,60.0
1425492734.222,-8.0,20.0,60.0
1425492734.253,-8.0,19.0,60.0
1425492734.285,-7.0,19.0,60.0
1425492734.316,-8.0,20.0,60.0
1425492734.347,-7.0,19.0,60.0
1425492734.378,-7.0,19.0,60.0
1425492734.41,-7.0,19.0,60.0
1425492734.441,-7.0,21.0,60.0
1425492734.472,-8.0,20.0,60.0
1425492734.503,-7.0,20.0,60.0
1425492734.535,-7.0,20.0,60.0
1425492734.566,-7.0,20.0,60.0
1425492734.597,-8.0,20.0,60.0
1425492734.628,-8.0,20.0,60.0
1425492734.66,-8.0,20.0,60.0
1425492734.691,-8.0,19.0,60.0
1425492734.722,-7.0,20.0,60.0
1425492734.753,-8.0,20.0,60.0
1425492734.785,-7.0,19.0,60.0
1425492734.816,-8.0,20.0,60.0
1425492734.847,-7.0,20.0,60.0
1425492734.878,-7.0,20.0,60.0
1425492734.91,-7.0,20.0,60.0
1425492734.941,-8.0,20.0,60.0
1425492734.972,-8.0,20.0,60.0
1425492735.003,-7.0,20.0,60.0
1425492735.035,-7.0,20.0,60.0
1425492735.066,-7.0,20.0,60.0
1425492735.097,-8.0,20.0,60.0
1425492735.128,-8.0,20.0,60.0
1425492735.16,-7.0,21.0,61.0
1425492735.191,-7.0,22.0,60.0
1425492735.222,-7.0,19.0,60.0
1425492735.253,-7.0,21.0,60.0
1425492735.285,-7.0,18.0,59.0
1425492735.316,-7.0,21.0,60.0
1425492735.347,-7.0,17.0,61.0
1425492735.378,-7.0,18.0,61.0
1425492735.41,-7.0,22.0,60.0
1425492735.441,-7.0,21.0,60.0
1425492735.472,-8.0,19.0,60.0
1425492735.503,-8.0,19.0,59.0
1425492735.535,-7.0,20.0,60.0
1425492735.566,-6.0,21.0,60.0
1425492735.597,-7.0,20.0,60.0
1425492735.628,-7.0,18.0,60.0
1425492735.66,-7.0,19.0,60.0
1425492735.691,-7.0,21.0,60.0
1425492735.722,-7.0,21.0,60.0
1425492735.753,-8.0,18.0,60.0
1425492735.785,-7.0,20.0,60.0
1425492735.816,-8.0,20.0,60.0
1425492735.847,-7.0,19.0,60.0
